عدد قراء حفص الكاملين: 96
سيتم إنشاء الملفات داخل: timings_hafs_114

📖 تحميل توقيتات السورة 001 ...
  ✅ read=1 | إبراهيم الأخضر | ayat=7
  ✅ read=295 | خالد كريم محمدي | ayat=11
  ✅ read=299 | حسن صالح | ayat=11
  ✅ read=300 | صالح الشمراني | ayat=11
  ✅ read=303 | عيسى عمر سناكو | ayat=11
  ✅ read=314 | أنس العمادي | ayat=11
  ✅ read=340 | محمد برهجي | ayat=11
  ✅ read=10905 | حسن الدغريري | ayat=11
✅ تم إنشاء: timings_hafs_114/timing_093.json

📖 تحميل توقيتات السورة 094 ...
  ✅ read=1 | إبراهيم الأخضر | ayat=9
  ✅ read=3 | إبراهيم العسيري | ayat=8
  ✅ read=4 | شيخ أبو بكر الشاطري | ayat=8
  ✅ read=5 | أحمد بن علي العجمي | ayat=9
  ✅ read=6 | أحمد الحواشي | ayat=8
  ✅ read=8 | أحمد صابر | ayat=8
  ✅ read=9 | أحمد نعينع | ayat=9
  ✅ read=10 | أكرم العلاقمي | ayat=9
  ✅ read=12 | إدريس أبكر | ayat=8
  ✅ read=13 | الزين محمد أحمد | ayat=8
  ✅ read=17 | توفيق الصايغ | ayat=8
  ✅ read=20 | خالد الجليل | ayat=8
  ✅ read=21 | خالد القحطاني | ayat=8
  ✅ read=22 | خالد عبدالكافي | ayat=8
  ✅ read=24 | خليفة الطنيجي | ayat=8
  ✅ read=25 | داود حمزة | ayat=8
  ✅ read=30 | سعد الغامدي | ayat=8
  ✅ read=31 | سعود الشريم | ayat=9
  ✅ read=32 | سهل ياسين | ayat=9
  ✅ read=33 | زكي داغستاني | ayat=8
  ✅ read=38 | شيرزاد عبدالرحمن طاهر | ayat=8
  ✅ read=39 | صابر عبدالحكم | ayat=8
  ✅ read=40 | صالح الصاهود | ayat=8
  ✅ read=42 | صالح الهبدان | ayat=8
  ✅ read=43 | صلاح البدير | ayat=8
  ✅ read=44 | صلاح الهاشم | ayat=8
  ✅ read=46 | صلاح بو خاطر | ayat=8
  ✅ read=48 | عادل ريان | ayat=8
  ✅ read=49 | عبدالبارئ الثبيتي | ayat=8
  ✅ read=50 | عبدالبارئ محمد | ayat=8
  ✅ read=53 | عبدالباسط عبدالصمد | ayat=9
  ✅ read=54 | عبدالرحمن السديس | ayat=8
  ✅ read=55 | عبدالعزيز الأحمد | ayat=8
  ✅ read=56 | عبدالعزيز الزهراني | ayat=8
  ✅ read=58 | عبدالله البعيجان | ayat=8
  ✅ read=59 | عبدالله المطرود | ayat=8
  ✅ read=60 | عبدالله بصفر | ayat=9
  ✅ read=61 | عبدالله خياط | ayat=8
  ✅ read=62 | عبدالله عواد الجهني | ayat=9
  ✅ read=66 | عبدالمحسن الحارثي | ayat=8
  ✅ read=67 | عبدالمحسن القاسم | ayat=9
  ✅ read=69 | عبدالمحسن العبيكان | ayat=8
  ✅ read=70 | عبدالهادي أحمد كناكري | ayat=8
  ✅ read=71 | عبدالودود حنيف | ayat=8
  ✅ read=72 | عبدالولي الأركاني | ayat=8
  ✅ read=74 | علي بن عبدالرحمن الحذيفي | ayat=8
  ✅ read=76 | علي جابر | ayat=8
  ✅ read=77 | علي حجاج السويسي | ayat=9
  ✅ read=78 | عماد زهير حافظ | ayat=9
  ✅ read=81 | فارس عباد | ayat=8
  ✅ read=86 | ناصر القطامي | ayat=8
  ✅ read=87 | نبيل الرفاعي | ayat=8
  ✅ read=88 | نعمة الحسان | ayat=8
  ✅ read=89 | هاني الرفاعي | ayat=8
  ✅ read=92 | ياسر الدوسري | ayat=8
  ✅ read=106 | محمد الطبلاوي | ayat=9
  ✅ read=109 | محمد أيوب | ayat=8
  ✅ read=110 | محمد صالح عالم شاه | ayat=8
  ✅ read=112 | محمد صديق المنشاوي | ayat=9
  ✅ read=115 | محمد عبدالكريم | ayat=8
  ✅ read=118 | محمود خليل الحصري | ayat=9
  ✅ read=123 | مشاري العفاسي | ayat=8
  ✅ read=139 | ماجد الزامل | ayat=8
  ✅ read=159 | خالد المهنا | ayat=9
  ✅ read=181 | جمعان العصيمي | ayat=8
  ✅ read=193 | يوسف بن نوح أحمد | ayat=8
  ✅ read=198 | محمد رشاد الشريف | ayat=8
  ✅ read=201 | أحمد الطرابلسي | ayat=8
  ✅ read=203 | أحمد عامر | ayat=8
  ✅ read=217 | بندر بليله | ayat=8
  ✅ read=219 | وديع اليمني | ayat=8
  ✅ read=221 | رعد محمد الكردي | ayat=8
  ✅ read=225 | عبدالرحمن العوسي | ayat=8
  ✅ read=229 | محمد خليل القارئ | ayat=8
  ✅ read=232 | إبراهيم الدوسري | ayat=8
  ✅ read=236 | عبدالرحمن الماجد | ayat=8
  ✅ read=243 | عبدالله الموسى | ayat=8
  ✅ read=244 | عبدالله الخلف | ayat=8
  ✅ read=245 | منصور السالمي | ayat=8
  ✅ read=250 | محمد البخيت | ayat=8
  ✅ read=256 | أحمد خليل شاهين | ayat=8
  ✅ read=258 | عبدالرشيد صوفي | ayat=8
  ✅ read=259 | أحمد النفيس | ayat=8
  ✅ read=265 | أحمد ديبان | ayat=8
  ✅ read=268 | بيشه وا قادر الكردي | ayat=8
  ✅ read=273 | هيثم الدخين | ayat=8
  ✅ read=282 | عبدالعزيز التركي | ayat=8
  ✅ read=289 | أحمد عيسى المعصراوي | ayat=8
  ✅ read=294 | سيد أحمد هاشمي | ayat=8
  ✅ read=295 | خالد كريم محمدي | ayat=8
  ✅ read=299 | حسن صالح | ayat=8
  ✅ read=300 | صالح الشمراني | ayat=8
  ✅ read=303 | عيسى عمر سناكو | ayat=8
  ✅ read=314 | أنس العمادي | ayat=8
  ✅ read=340 | محمد برهجي | ayat=8
  ✅ read=10905 | حسن الدغريري | ayat=8
✅ تم إنشاء: timings_hafs_114/timing_094.json

📖 تحميل توقيتات السورة 095 ...
  ✅ read=1 | إبراهيم الأخضر | ayat=9
  ✅ read=3 | إبراهيم العسيري | ayat=8
  ✅ read=4 | شيخ أبو بكر الشاطري | ayat=8
  ✅ read=5 | أحمد بن علي العجمي | ayat=9
  ✅ read=6 | أحمد الحواشي | ayat=8
  ✅ read=8 | أحمد صابر | ayat=8
  ✅ read=9 | أحمد نعينع | ayat=9
  ✅ read=10 | أكرم العلاقمي | ayat=9
  ✅ read=12 | إدريس أبكر | ayat=8
  ✅ read=13 | الزين محمد أحمد | ayat=8
  ✅ read=17 | توفيق الصايغ | ayat=8
  ✅ read=20 | خالد الجليل | ayat=8
  ✅ read=21 | خالد القحطاني | ayat=8
  ✅ read=22 | خالد عبدالكافي | ayat=8
  ✅ read=24 | خليفة الطنيجي | ayat=8
  ✅ read=25 | داود حمزة | ayat=8
  ✅ read=30 | سعد الغامدي | ayat=8
  ✅ read=31 | سعود الشريم | ayat=9
  ✅ read=32 | سهل ياسين | ayat=9
  ✅ read=33 | زكي داغستاني | ayat=8
  ✅ read=38 | شيرزاد عبدالرحمن طاهر | ayat=8
  ✅ read=39 | صابر عبدالحكم | ayat=8
  ✅ read=40 | صالح الصاهود | ayat=8
  ✅ read=42 | صالح الهبدان | ayat=8
  ✅ read=43 | صلاح البدير | ayat=8
  ✅ read=44 | صلاح الهاشم | ayat=8
  ✅ read=46 | صلاح بو خاطر | ayat=8
  ✅ read=48 | عادل ريان | ayat=8
  ✅ read=49 | عبدالبارئ الثبيتي | ayat=8
  ✅ read=50 | عبدالبارئ محمد | ayat=8
  ✅ read=53 | عبدالباسط عبدالصمد | ayat=9
  ✅ read=54 | عبدالرحمن السديس | ayat=8
  ✅ read=55 | عبدالعزيز الأحمد | ayat=8
  ✅ read=56 | عبدالعزيز الزهراني | ayat=8
  ✅ read=58 | عبدالله البعيجان | ayat=8
  ✅ read=59 | عبدالله المطرود | ayat=8
  ✅ read=60 | عبدالله بصفر | ayat=9
  ✅ read=61 | عبدالله خياط | ayat=8
  ✅ read=62 | عبدالله عواد الجهني | ayat=9
  ✅ read=66 | عبدالمحسن الحارثي | ayat=8
  ✅ read=67 | عبدالمحسن القاسم | ayat=9
  ✅ read=69 | عبدالمحسن العبيكان | ayat=8
  ✅ read=70 | عبدالهادي أحمد كناكري | ayat=8
  ✅ read=71 | عبدالودود حنيف | ayat=8
  ✅ read=72 | عبدالولي الأركاني | ayat=8
  ✅ read=74 | علي بن عبدالرحمن الحذيفي | ayat=8
  ✅ read=76 | علي جابر | ayat=8
  ✅ read=77 | علي حجاج السويسي | ayat=9
  ✅ read=78 | عماد زهير حافظ | ayat=9
  ✅ read=81 | فارس عباد | ayat=8
  ✅ read=86 | ناصر القطامي | ayat=8
  ✅ read=87 | نبيل الرفاعي | ayat=8
  ✅ read=88 | نعمة الحسان | ayat=8
  ✅ read=89 | هاني الرفاعي | ayat=8
  ✅ read=92 | ياسر الدوسري | ayat=8
  ✅ read=106 | محمد الطبلاوي | ayat=9
  ✅ read=109 | محمد أيوب | ayat=8
  ✅ read=110 | محمد صالح عالم شاه | ayat=8
  ✅ read=112 | محمد صديق المنشاوي | ayat=9
  ✅ read=115 | محمد عبدالكريم | ayat=8
  ✅ read=118 | محمود خليل الحصري | ayat=9
  ✅ read=123 | مشاري العفاسي | ayat=8
  ✅ read=139 | ماجد الزامل | ayat=8
  ✅ read=159 | خالد المهنا | ayat=9
  ✅ read=181 | جمعان العصيمي | ayat=8
  ✅ read=193 | يوسف بن نوح أحمد | ayat=8
  ✅ read=198 | محمد رشاد الشريف | ayat=8
  ✅ read=201 | أحمد الطرابلسي | ayat=8
  ✅ read=203 | أحمد عامر | ayat=8
  ✅ read=217 | بندر بليله | ayat=8
  ✅ read=219 | وديع اليمني | ayat=8
  ✅ read=221 | رعد محمد الكردي | ayat=8
  ✅ read=225 | عبدالرحمن العوسي | ayat=8
  ✅ read=229 | محمد خليل القارئ | ayat=8
  ✅ read=232 | إبراهيم الدوسري | ayat=8
  ✅ read=236 | عبدالرحمن الماجد | ayat=8
  ✅ read=243 | عبدالله الموسى | ayat=8
  ✅ read=244 | عبدالله الخلف | ayat=8
  ✅ read=245 | منصور السالمي | ayat=8
  ✅ read=250 | محمد البخيت | ayat=8
  ✅ read=256 | أحمد خليل شاهين | ayat=8
  ✅ read=258 | عبدالرشيد صوفي | ayat=8
  ✅ read=259 | أحمد النفيس | ayat=8
  ✅ read=265 | أحمد ديبان | ayat=8
  ✅ read=268 | بيشه وا قادر الكردي | ayat=8
  ✅ read=273 | هيثم الدخين | ayat=8
  ✅ read=282 | عبدالعزيز التركي | ayat=8
  ✅ read=289 | أحمد عيسى المعصراوي | ayat=8
  ✅ read=294 | سيد أحمد هاشمي | ayat=8
  ✅ read=295 | خالد كريم محمدي | ayat=8
  ✅ read=299 | حسن صالح | ayat=8
  ✅ read=300 | صالح الشمراني | ayat=8
  ✅ read=303 | عيسى عمر سناكو | ayat=8
  ✅ read=314 | أنس العمادي | ayat=8
  ✅ read=340 | محمد برهجي | ayat=8
  ✅ read=10905 | حسن الدغريري | ayat=8
✅ تم إنشاء: timings_hafs_114/timing_095.json

📖 تحميل توقيتات السورة 096 ...
  ✅ read=1 | إبراهيم الأخضر | ayat=20
  ✅ read=3 | إبراهيم العسيري | ayat=19
  ✅ read=4 | شيخ أبو بكر الشاطري | ayat=19
  ✅ read=5 | أحمد بن علي العجمي | ayat=20
  ✅ read=6 | أحمد الحواشي | ayat=19
  ✅ read=8 | أحمد صابر | ayat=19
  ✅ read=9 | أحمد نعينع | ayat=20
  ✅ read=10 | أكرم العلاقمي | ayat=20
  ✅ read=12 | إدريس أبكر | ayat=19
  ✅ read=13 | الزين محمد أحمد | ayat=19
  ✅ read=17 | توفيق الصايغ | ayat=19
  ✅ read=20 | خالد الجليل | ayat=19
  ✅ read=21 | خالد القحطاني | ayat=19
  ✅ read=22 | خالد عبدالكافي | ayat=19
  ✅ read=24 | خليفة الطنيجي | ayat=19
  ✅ read=25 | داود حمزة | ayat=19
  ✅ read=30 | سعد الغامدي | ayat=19
  ✅ read=31 | سعود الشريم | ayat=20
  ✅ read=32 | سهل ياسين | ayat=20
  ✅ read=33 | زكي داغستاني | ayat=19
  ✅ read=38 | شيرزاد عبدالرحمن طاهر | ayat=19
  ✅ read=39 | صابر عبدالحكم | ayat=19
  ✅ read=40 | صالح الصاهود | ayat=19
  ✅ read=42 | صالح الهبدان | ayat=19
  ✅ read=43 | صلاح البدير | ayat=19
  ✅ read=44 | صلاح الهاشم | ayat=19
  ✅ read=46 | صلاح بو خاطر | ayat=19
  ✅ read=48 | عادل ريان | ayat=19
  ✅ read=49 | عبدالبارئ الثبيتي | ayat=19
  ✅ read=50 | عبدالبارئ محمد | ayat=19
  ✅ read=53 | عبدالباسط عبدالصمد | ayat=20
  ✅ read=54 | عبدالرحمن السديس | ayat=19
  ✅ read=55 | عبدالعزيز الأحمد | ayat=19
  ✅ read=56 | عبدالعزيز الزهراني | ayat=19
  ✅ read=58 | عبدالله البعيجان | ayat=19
  ✅ read=59 | عبدالله المطرود | ayat=19
  ✅ read=60 | عبدالله بصفر | ayat=20
  ✅ read=61 | عبدالله خياط | ayat=19
  ✅ read=62 | عبدالله عواد الجهني | ayat=20
  ✅ read=66 | عبدالمحسن الحارثي | ayat=19
  ✅ read=67 | عبدالمحسن القاسم | ayat=20
  ✅ read=69 | عبدالمحسن العبيكان | ayat=19
  ✅ read=70 | عبدالهادي أحمد كناكري | ayat=19
  ✅ read=71 | عبدالودود حنيف | ayat=19
  ✅ read=72 | عبدالولي الأركاني | ayat=19
  ✅ read=74 | علي بن عبدالرحمن الحذيفي | ayat=19
  ✅ read=76 | علي جابر | ayat=19
  ✅ read=77 | علي حجاج السويسي | ayat=20
  ✅ read=78 | عماد زهير حافظ | ayat=20
  ✅ read=81 | فارس عباد | ayat=19
  ✅ read=86 | ناصر القطامي | ayat=19
  ✅ read=87 | نبيل الرفاعي | ayat=19
  ✅ read=88 | نعمة الحسان | ayat=19
  ✅ read=89 | هاني الرفاعي | ayat=19
  ✅ read=92 | ياسر الدوسري | ayat=19
  ✅ read=106 | محمد الطبلاوي | ayat=20
  ✅ read=109 | محمد أيوب | ayat=19
  ✅ read=110 | محمد صالح عالم شاه | ayat=19
  ✅ read=112 | محمد صديق المنشاوي | ayat=20
  ✅ read=115 | محمد عبدالكريم | ayat=19
  ✅ read=118 | محمود خليل الحصري | ayat=20
  ✅ read=123 | مشاري العفاسي | ayat=19
  ✅ read=139 | ماجد الزامل | ayat=19
  ✅ read=159 | خالد المهنا | ayat=20
  ✅ read=181 | جمعان العصيمي | ayat=19
  ✅ read=193 | يوسف بن نوح أحمد | ayat=19
  ✅ read=198 | محمد رشاد الشريف | ayat=19
  ✅ read=201 | أحمد الطرابلسي | ayat=19
  ✅ read=203 | أحمد عامر | ayat=19
  ✅ read=217 | بندر بليله | ayat=19
  ✅ read=219 | وديع اليمني | ayat=19
  ✅ read=221 | رعد محمد الكردي | ayat=19
  ✅ read=225 | عبدالرحمن العوسي | ayat=19
  ✅ read=229 | محمد خليل القارئ | ayat=19
  ✅ read=232 | إبراهيم الدوسري | ayat=19
  ✅ read=236 | عبدالرحمن الماجد | ayat=19
  ✅ read=243 | عبدالله الموسى | ayat=19
  ✅ read=244 | عبدالله الخلف | ayat=19
  ✅ read=245 | منصور السالمي | ayat=19
  ✅ read=250 | محمد البخيت | ayat=19
  ✅ read=256 | أحمد خليل شاهين | ayat=19
  ✅ read=258 | عبدالرشيد صوفي | ayat=19
  ✅ read=259 | أحمد النفيس | ayat=19
  ✅ read=265 | أحمد ديبان | ayat=19
  ✅ read=268 | بيشه وا قادر الكردي | ayat=19
  ✅ read=273 | هيثم الدخين | ayat=19
  ✅ read=282 | عبدالعزيز التركي | ayat=19
  ✅ read=289 | أحمد عيسى المعصراوي | ayat=19
  ✅ read=294 | سيد أحمد هاشمي | ayat=19
  ✅ read=295 | خالد كريم محمدي | ayat=19
  ✅ read=299 | حسن صالح | ayat=19
  ✅ read=300 | صالح الشمراني | ayat=19
  ✅ read=303 | عيسى عمر سناكو | ayat=19
  ✅ read=314 | أنس العمادي | ayat=19
  ✅ read=340 | محمد برهجي | ayat=19
  ✅ read=10905 | حسن الدغريري | ayat=19
✅ تم إنشاء: timings_hafs_114/timing_096.json

📖 تحميل توقيتات السورة 097 ...
  ✅ read=1 | إبراهيم الأخضر | ayat=6
  ✅ read=3 | إبراهيم العسيري | ayat=5
  ✅ read=4 | شيخ أبو بكر الشاطري | ayat=5
  ✅ read=5 | أحمد بن علي العجمي | ayat=6
  ✅ read=6 | أحمد الحواشي | ayat=5
  ✅ read=8 | أحمد صابر | ayat=5
  ✅ read=9 | أحمد نعينع | ayat=6
  ✅ read=10 | أكرم العلاقمي | ayat=6
  ✅ read=12 | إدريس أبكر | ayat=5
  ✅ read=13 | الزين محمد أحمد | ayat=5
  ✅ read=17 | توفيق الصايغ | ayat=5
  ✅ read=20 | خالد الجليل | ayat=5
  ✅ read=21 | خالد القحطاني | ayat=5
  ✅ read=22 | خالد عبدالكافي | ayat=5
  ✅ read=24 | خليفة الطنيجي | ayat=5
  ✅ read=25 | داود حمزة | ayat=5
  ✅ read=30 | سعد الغامدي | ayat=5
  ✅ read=31 | سعود الشريم | ayat=6
  ✅ read=32 | سهل ياسين | ayat=6
  ✅ read=33 | زكي داغستاني | ayat=5
  ✅ read=38 | شيرزاد عبدالرحمن طاهر | ayat=5
  ✅ read=39 | صابر عبدالحكم | ayat=5
  ✅ read=40 | صالح الصاهود | ayat=5
  ✅ read=42 | صالح الهبدان | ayat=5
  ✅ read=43 | صلاح البدير | ayat=5
